1024,3,0.0280041,23102.3,0.0279608,23614.3,0.0590259,0.00306106,0.000646398,0.000822066,7312.16
4096,3,0.0314222,42803.6,0.033528,43571.6,0.0697305,0.00478028,0.000993678,0.00109877,14982.2
16384,3,0.0335062,67631,0.0362302,68863,0.0758644,0.00612805,0.00130186,0.00121375,24265.8
65536,3,0.0385941,129548,0.0422018,131468,0.0909468,0.0101508,0.00217842,0.00164017,49644.5
262144,3,0.0446929,232577,0.0489456,235649,0.11028,0.0166413,0.00357779,0.00222564,93113.9
1048576,3,0.0468992,376302,0.0518967,381182,0.124147,0.0253512,0.00551042,0.00293468,150363
4194304,3,0.0544566,690571,0.0616278,698331,0.160412,0.044328,0.00976783,0.00428673,282879
16777216,3,0.0606651,1.2175e+06,0.0702392,1.22987e+06,0.199465,0.0685611,0.0166851,0.00579647,515911
67108864,3,0.0606836,1.96941e+06,0.0719749,1.98907e+06,0.223201,0.0905426,0.0249651,0.00631073,834579
268435456,3,0.0829094,3.51622e+06,0.103706,3.54749e+06,0.325775,0.13916,0.0414818,0.00870649,1.52847e+06
1024,4,0.0427897,26828.3,0.0436752,27116.3,0.090583,0.00411802,0.000851774,0.00125056,9351.04
4096,4,0.0533597,44252.1,0.0512894,44620.1,0.110228,0.00557876,0.00114977,0.0015316,16669.4
16384,4,0.0503691,65829.5,0.0519994,66341.5,0.109522,0.00715335,0.00152539,0.00177725,25996.2
65536,4,0.0627663,106226,0.0658643,106930,0.138737,0.0101059,0.00211816,0.00216607,42562.6
262144,4,0.0669527,155359,0.0707158,156367,0.151084,0.0134156,0.00288229,0.00252621,63504.5
1048576,4,0.076114,247056,0.0808424,248448,0.176577,0.0196202,0.00415331,0.00315787,104062
4194304,4,0.0804796,365785,0.0855935,367753,0.192426,0.0263529,0.00580179,0.00378004,153648
16777216,4,0.0884522,574304,0.0946105,577072,0.222593,0.0395306,0.00859339,0.00489674,246550
67108864,4,0.0943856,847733,0.101321,851637,0.250994,0.0552869,0.0121812,0.00604379,371131
268435456,4,0.106582,1.31497e+06,0.114884,1.32048e+06,0.301606,0.0801395,0.0181951,0.00755246,577308
1024,5,0.062908,33714.4,0.0635133,33922.4,0.131844,0.00542272,0.0011124,0.00173213,12477.4
4096,5,0.065493,44661.3,0.0663737,44901.3,0.138062,0.00619565,0.00128767,0.00183921,16962.1
16384,5,0.0749274,64281,0.0766946,64601,0.159745,0.00812262,0.00170053,0.00228466,25149.8
65536,5,0.081988,92786.6,0.0846051,93186.6,0.176717,0.0101244,0.00215145,0.00260628,38302.4
262144,5,0.0910011,132177,0.0940941,132705,0.198151,0.0130557,0.00280831,0.00308481,55174.2
1048576,5,0.104748,195365,0.109417,196053,0.231901,0.0177361,0.00374901,0.00369601,82844.8
4194304,5,0.107495,260895,0.112358,261823,0.24199,0.0221367,0.00470808,0.00408574,113211
16777216,5,0.119227,369042,0.123989,370226,0.271917,0.0287011,0.00624553,0.0048075,158664
67108864,5,0.127881,522192,0.130683,523744,0.296938,0.0383748,0.00820646,0.00559666,228259
268435456,5,0.137955,727985,0.141701,730033,0.330049,0.0503927,0.0110616,0.00670891,322777
1073741824,3,0.112859,6.07479e+06,0.134139,6.1245e+06,0.434952,0.187954,0.0536559,0.0125724,2.63329e+06
1073741824,4,0.117729,1.9341e+06,0.122795,1.94192e+06,0.349188,0.108664,0.026553,0.00950162,854870
1073741824,5,0.154955,1.05902e+06,0.157023,1.0617e+06,0.382458,0.0704804,0.0156974,0.00847198,475314
